"ranking","country","regional_indicator","happiness_score","gdp","support","life_exp","freedom","generosity","corruption","year","regime_category","monarchy","democracy","presidential","colony","communist","sp_democracy","suffrage","electoral_category","sp_electoral","fair_election","alternation","region","country_or_territory","status","political_rights","civil_liberties"
77,"Dominican Republic","Latin America and Caribbean",5.4253,6.02949,0.86316,72,0.78716,0.19959,0.224,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.25,TRUE,TRUE,"Americas","c","PF",3,3
78,"Bosnia and Herzegovina","Central and Eastern Europe",5.3865,5.61179,0.74622,73,0.33634,0.46461,0.0122,2019,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,FALSE,FALSE,"Europe","c","PF",4,4
79,"Turkey","Middle East and North Africa",5.3726,7.02743,0.83788,73,0.30869,0.14748,0.23427,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.625,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Europe","c","NF",5,6
80,"Malaysia","Southeast Asia",5.3388,7.24775,0.72134,73,0.80502,0.45962,0.05367,2019,"Mixed democratic",TRUE,TRUE,FALSE,FALSE,FALSE,0.4,TRUE,"democratic elections",1.6,TRUE,TRUE,"Asia","c","PF",4,4
81,"Belarus","Commonwealth of Independent States",5.3225,6.33591,0.90256,72,0.37207,0.16636,0.31278,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,TRUE,0.8,TRUE,"non-democratic multi-party elections",2.8,FALSE,FALSE,"Eurasia","c","NF",7,6
82,"Greece","Middle East and North Africa",5.2867,7.01463,0.71213,76,0.10625,0,0.07604,2019,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.75,TRUE,TRUE,"Europe","c","F",1,2
83,"Mongolia","East Asia",5.2854,5.62809,0.94271,70,0.50144,0.41571,0.08387,2019,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,"democratic elections",1,TRUE,TRUE,"Asia","c","F",1,2
84,"North Macedonia","Central and Eastern Europe",5.2736,5.83769,0.79692,73,0.5463,0.32656,0.07501,2019,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","PF",4,3
85,"Nigeria","Sub-Saharan Africa",5.2646,4.1353,0.68429,62,0.67486,0.38055,0.09018,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","PF",3,5
86,"Kyrgyzstan","Commonwealth of Independent States",5.2607,3.26924,0.88558,71,0.80438,0.53031,0.05025,2019,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,"democratic elections",1.5,TRUE,TRUE,"Eurasia","c","PF",5,4
87,"Turkmenistan","Commonwealth of Independent States",5.2467,6.24402,0.94744,70,0.62493,0.43133,0.06129,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1.75,FALSE,FALSE,"Eurasia","c","NF",7,7
88,"Algeria","Middle East and North Africa",5.2113,5.94691,0.7142,72,0.1355,0.12838,0.25277,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Africa","c","NF",6,5
89,"Morocco","Middle East and North Africa",5.2081,4.75742,0.48163,72,0.66156,0.06292,0.16807,2019,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0.333333333333333,TRUE,"non-democratic multi-party elections",2.33333333333333,FALSE,FALSE,"Africa","c","PF",5,5
90,"Azerbaijan","Commonwealth of Independent States",5.2077,6.19207,0.70664,72,0.55679,0.06269,0.40235,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.25,FALSE,FALSE,"Eurasia","c","NF",7,6
91,"Lebanon","Middle East and North Africa",5.1973,5.86005,0.75397,73,0.34181,0.2935,0.06047,2019,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,TRUE,FALSE,"Middle East","c","PF",5,4
92,"Indonesia","Southeast Asia",5.1924,5.52577,0.74068,70,0.77722,0.88037,0.06293,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.8,TRUE,"democratic elections",2.8,TRUE,TRUE,"Asia","c","PF",2,4
93,"China","East Asia",5.1909,6.1072,0.69274,74,0.82563,0.10213,0.22006,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,TRUE,0.470588235294118,TRUE,"no elections",2.29411764705882,FALSE,FALSE,"Asia","c","NF",7,6
94,"Vietnam","Southeast Asia",5.1753,4.39867,0.82913,73,0.85989,0.26057,0.16179,2019,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,TRUE,0,TRUE,"single-party elections",1,FALSE,FALSE,"Asia","c","NF",7,5
95,"Bhutan","South Asia",5.0821,4.82921,0.81345,69,0.72324,0.65477,0.36937,2019,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,0.5,TRUE,"democratic elections",1.5,TRUE,TRUE,"Asia","c","PF",3,4
96,"Cameroon","Sub-Saharan Africa",5.0437,3.25968,0.56053,64,0.60354,0.33027,0.08126,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.166666666666667,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,6
97,"Bulgaria","Central and Eastern Europe",5.011,6.4813,0.93211,73,0.49234,0.14269,0.00963,2019,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.75,TRUE,TRUE,"Europe","c","F",2,2
98,"Ghana","Sub-Saharan Africa",4.9963,3.63001,0.53458,67,0.60278,0.43227,0.08735,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,"democratic elections",2,TRUE,TRUE,"Africa","c","F",1,2
99,"Ivory Coast","Sub-Saharan Africa",4.9438,3.38023,0.49734,62,0.55737,0.27201,0.19965,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.8,TRUE,"non-democratic multi-party elections",2.8,FALSE,FALSE,"Africa","c","PF",4,4
100,"Nepal","South Asia",4.9127,2.64596,0.75482,70,0.69592,0.50315,0.19689,2019,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.5,TRUE,"democratic elections",1.5,TRUE,TRUE,"Asia","c","PF",3,4
101,"Jordan","Middle East and North Africa",4.9057,4.97014,0.75424,73,0.60687,0.19416,0.28725,2019,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",1.8,FALSE,FALSE,"Middle East","c","PF",5,5
102,"Benin","Sub-Saharan Africa",4.8832,2.33522,0.26943,65,0.55357,0.30998,0.18011,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","F",2,2
103,"Congo (Brazzaville)","Sub-Saharan Africa",4.8115,3.99414,0.49202,67,0.58905,0.18547,0.20466,2019,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",7,5
104,"Gabon","Sub-Saharan Africa",4.7992,6.27431,0.72853,68,0.46681,0.07572,0.12067,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",7,5
105,"Laos","Sub-Saharan Africa",4.7963,4.5378,0.63459,68,0.86703,0.47048,0.36288,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,TRUE,0,TRUE,"single-party elections",1,FALSE,FALSE,"Asia","c","NF",7,6
106,"South Africa","Sub-Saharan Africa",4.7222,5.6985,0.83188,66,0.61682,0.22973,0.1209,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"non-democratic multi-party elections",2.33333333333333,TRUE,FALSE,"Africa","c","F",2,2
107,"Albania","Central and Eastern Europe",4.7186,5.6238,0.52208,74,0.60727,0.31487,0.05983,2019,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.8,TRUE,"democratic elections",2.8,TRUE,TRUE,"Europe","c","PF",3,3
108,"Venezuela","Latin America and Caribbean",4.7066,5.69744,0.87893,73,0.24332,0.11348,0.10445,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,TRUE,1,TRUE,"single-party elections",3,FALSE,FALSE,"Americas","c","NF",7,6
109,"Cambodia","Southeast Asia",4.6998,3.40725,0.69131,69,0.9643,0.40945,0.13605,2019,"Civilian dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",0.666666666666667,FALSE,FALSE,"Asia","c","NF",6,5
111,"Senegal","Sub-Saharan Africa",4.6811,2.67179,0.69857,68,0.46206,0.27053,0.15857,2019,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.8,TRUE,"democratic elections",2.8,TRUE,TRUE,"Africa","c","F",2,3
112,"Somalia","Sub-Saharan Africa",4.6679,0,0.42977,63,0.88607,0.42957,0.59754,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"no elections",2,FALSE,FALSE,"Africa","c","NF",7,7
113,"Namibia","Sub-Saharan Africa",4.6392,5.21667,0.80855,66,0.63509,0.12383,0.1242,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,TRUE,FALSE,"Africa","c","F",3,2
114,"Niger","Sub-Saharan Africa",4.6275,0.81981,0.47646,64,0.50436,0.33213,0.22608,2019,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.428571428571429,TRUE,"democratic elections",2.42857142857143,TRUE,TRUE,"Africa","c","PF",4,4
115,"Burkina Faso","Sub-Saharan Africa",4.5868,1.96485,0.65033,65,0.40323,0.31338,0.25001,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.8,TRUE,"non-democratic multi-party elections",2.8,FALSE,FALSE,"Africa","c","PF",4,3
116,"Armenia","Commonwealth of Independent States",4.5594,5.04787,0.64973,73,0.44773,0.16795,0.14093,2019,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.25,TRUE,"democratic elections",2,TRUE,TRUE,"Eurasia","c","PF",4,4
117,"Iran","Middle East and North Africa",4.548,6.53147,0.51862,72,0.483,0.47686,0.27606,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"single-party elections",2,FALSE,FALSE,"Middle East","c","NF",6,6
118,"Guinea","Sub-Saharan Africa",4.5344,2.25548,0.51041,65,0.52656,0.36503,0.1907,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.833333333333333,TRUE,"democratic elections",2.83333333333333,TRUE,TRUE,"Africa","c","PF",5,4
119,"Georgia","Commonwealth of Independent States",4.5191,5.26021,0.40997,72,0.54832,0.07627,0.36187,2019,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.25,TRUE,"democratic elections",2.25,TRUE,TRUE,"Eurasia","c","PF",3,3
121,"Kenya","Sub-Saharan Africa",4.5086,3.03814,0.60546,68,0.68221,0.65814,0.11817,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1.2,TRUE,TRUE,"Africa","c","PF",4,4
122,"Mauritania","Middle East and North Africa",4.4903,3.38244,0.71889,67,0.1042,0.1866,0.19474,2019,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Africa","c","NF",6,5
123,"Mozambique","Sub-Saharan Africa",4.4662,1.20922,0.60707,65,0.78218,0.34878,0.30432,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.285714285714286,TRUE,"non-democratic multi-party elections",2.28571428571429,FALSE,FALSE,"Africa","c","PF",4,4
124,"Tunisia","Middle East and North Africa",4.4606,5.46875,0.61585,73,0.26453,0.1039,0.12122,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","F",2,3
125,"Bangladesh","South Asia",4.4558,3.33871,0.5717,71,0.83548,0.29298,0.31678,2019,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Asia","c","PF",5,5
126,"Iraq","Middle East and North Africa",4.4372,6.19404,0.60346,68,0.38121,0.26171,0.19635,2019,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1.4,FALSE,FALSE,"Middle East","c","NF",5,6
127,"Congo (Kinshasa)","Sub-Saharan Africa",4.4181,0.55863,0.69278,64,0.42539,0.37546,0.11762,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.111111111111111,TRUE,"non-democratic multi-party elections",1.88888888888889,FALSE,FALSE,"Africa","c","NF",7,6
128,"Mali","Sub-Saharan Africa",4.3904,2.28528,0.68039,63,0.51852,0.27052,0.11474,2019,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.428571428571429,TRUE,"democratic elections",2.42857142857143,TRUE,TRUE,"Africa","c","PF",4,4
129,"Sierra Leone","Sub-Saharan Africa",4.3742,1.59292,0.51807,62,0.48972,0.4458,0.09945,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Africa","c","PF",3,3
130,"Sri Lanka","South Asia",4.3659,5.63751,0.77902,73,0.74517,0.43111,0.10278,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Asia","c","PF",3,4
131,"Myanmar","Southeast Asia",4.3604,4.21509,0.7271,68,0.83234,1,0.3804,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",1.2,FALSE,FALSE,"Asia","c","PF",5,5
132,"Chad","Sub-Saharan Africa",4.3495,2.07803,0.47205,61,0.27523,0.35038,0.1726,2019,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"non-democratic multi-party elections",2.33333333333333,FALSE,FALSE,"Africa","c","NF",7,6
133,"Ukraine","Commonwealth of Independent States",4.3322,4.87103,0.85639,71,0.28197,0.33024,0.02155,2019,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.714285714285714,TRUE,"democratic elections",2.71428571428571,TRUE,TRUE,"Eurasia","c","PF",3,4
134,"Ethiopia","Sub-Saharan Africa",4.2858,1.99761,0.63626,67,0.54516,0.36875,0.22145,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1,FALSE,FALSE,"Africa","c","NF",6,6
135,"Swaziland","Sub-Saharan Africa",4.2116,4.81445,0.70781,58,0.49639,0.13074,0.29752,2019,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",7,6
136,"Uganda","Sub-Saharan Africa",4.1894,1.97369,0.65864,66,0.56366,0.44562,0.13222,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,5
137,"Egypt","Middle East and North Africa",4.1655,5.41849,0.63992,70,0.38183,0.13376,0.14763,2019,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",1.8,FALSE,FALSE,"Africa","c","NF",6,6
138,"Zambia","Sub-Saharan Africa",4.1066,3.42973,0.65167,65,0.68203,0.43673,0.1912,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.285714285714286,TRUE,"democratic elections",2.28571428571429,TRUE,TRUE,"Africa","c","PF",4,4
139,"Togo","Sub-Saharan Africa",4.0849,1.63448,0.35251,65,0.46411,0.31216,0.18844,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,FALSE,FALSE,"Africa","c","PF",5,4
140,"India","South Asia",4.0152,4.4826,0.47112,68,0.78838,0.35259,0.18714,2019,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.16666666666667,TRUE,TRUE,"Asia","c","F",2,3
141,"Liberia","Sub-Saharan Africa",3.9753,0.43301,0.5678,66,0.58567,0.4121,0.07262,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.66666666666667,TRUE,FALSE,"Africa","c","PF",3,3
142,"Comoros","Sub-Saharan Africa",3.9728,1.62986,0.46632,67,0.22438,0.48586,0.17252,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","PF",4,4
143,"Madagascar","Sub-Saharan Africa",3.9327,1.62744,0.56423,68,0.23413,0.29867,0.08949,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"non-democratic multi-party elections",2.33333333333333,FALSE,TRUE,"Africa","c","PF",3,4
144,"Lesotho","Sub-Saharan Africa",3.8019,2.90331,0.71999,61,0.56815,0.18977,0.20603,2019,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,0,TRUE,"democratic elections",2,TRUE,TRUE,"Africa","c","PF",3,3
145,"Burundi","Sub-Saharan Africa",3.7753,0.27209,0.27559,65,0.34837,0.31112,0.39844,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",7,6
146,"Zimbabwe","Sub-Saharan Africa",3.6632,2.172,0.68611,66,0.57163,0.26697,0.19725,2019,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Africa","c","PF",5,5
147,"Haiti","Latin America and Caribbean",3.5969,1.91754,0.42393,66,0.04096,0.74139,0.24352,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.75,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Americas","c","PF",5,5
148,"Botswana","Sub-Saharan Africa",3.4884,6.18104,0.7054,68,0.7215,0.04417,0.22099,2019,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Africa","c","F",3,2
149,"Syria","Middle East and North Africa",3.4619,3.67412,0.23261,66,0.02031,0.58462,0.31105,2019,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",2.2,FALSE,FALSE,"Middle East","c","NF",7,7
150,"Malawi","Sub-Saharan Africa",3.4098,1.13398,0.34499,67,0.70246,0.38545,0.19701,2019,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Africa","c","PF",3,3
151,"Yemen","Middle East and North Africa",3.3798,1.70365,0.71608,66,0.22665,0.19169,0.17086,2019,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"no elections",1.33333333333333,FALSE,FALSE,"Middle East","c","NF",7,6
152,"Rwanda","Sub-Saharan Africa",3.3338,2.13461,0.43793,69,0.87853,0.3829,0.90753,2019,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,6
153,"Tanzania","Sub-Saharan Africa",3.2307,2.82558,0.54498,67,0.66084,0.4883,0.3251,2019,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",2.25,FALSE,FALSE,"Africa","c","PF",4,5
154,"Afghanistan","South Asia",3.2033,2.07608,0.31842,64,0,0.27951,0.05495,2019,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Asia","c","NF",5,6
155,"Central African Republic","Sub-Saharan Africa",3.083,0.15681,0,59,0.35688,0.41541,0.07791,2019,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1.6,FALSE,FALSE,"Africa","c","NF",7,7
156,"South Sudan","Sub-Saharan Africa",2.8526,1.81607,0.3541,63,0.01618,0.35715,0.19998,2019,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"no elections",2,FALSE,FALSE,"Africa","c","NF",7,7
1,"Finland","Western Europe",7.8087,8.36344,0.96896,72,0.95535,0.28022,0.10373,2020,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.75,TRUE,TRUE,"Europe","c","F",1,1
2,"Denmark","Western Europe",7.6456,8.63519,0.97149,72,0.95928,0.42609,0.07109,2020,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
3,"Switzerland","Western Europe",7.5599,9.05054,0.95143,74,0.90723,0.47218,0.23486,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
4,"Iceland","Western Europe",7.5045,8.63228,1,73,0.95487,0.63587,0.7289,2020,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
5,"Norway","Western Europe",7.488,9.2681,0.96614,73,0.96672,0.5054,0.1858,2020,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
6,"Netherlands","Western Europe",7.4489,8.71326,0.94577,72,0.88512,0.59022,0.30871,2020,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
7,"Sweden","Western Europe",7.3535,8.60451,0.92619,73,0.93801,0.4788,0.17086,2020,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
8,"New Zealand","North America and ANZ",7.2996,8.08445,0.961,73,0.93295,0.57164,0.13484,2020,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Asia","c","F",1,1
9,"Austria","Western Europe",7.2942,8.5723,0.92884,73,0.87032,0.44841,0.47248,2020,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,0.857142857142857,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
10,"Luxembourg","Western Europe",7.2375,10,0.89659,73,0.88009,0.34389,0.31158,2020,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
11,"Canada","North America and ANZ",7.2321,8.47054,0.92751,74,0.92897,0.49407,0.34035,2020,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",1,1
12,"Australia","North America and ANZ",7.2228,8.52747,0.9545,74,0.89702,0.57032,0.3698,2020,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Asia","c","F",1,1
13,"United Kingdom","Western Europe",7.1645,8.28451,0.94202,72,0.75752,0.65536,0.39493,2020,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
14,"Israel","Middle East and North Africa",7.1286,7.9162,0.90675,73,0.60683,0.46833,0.81263,2020,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,"democratic elections",2,TRUE,TRUE,"Middle East","c","F",2,3
15,"Costa Rica","Latin America and Caribbean",7.1214,6.38461,0.8884,71,0.9304,0.23037,0.81926,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Americas","c","F",1,1
16,"Ireland","Western Europe",7.0937,9.41569,0.95026,72,0.84784,0.51846,0.29959,2020,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
17,"Germany","Western Europe",7.0758,8.55212,0.88432,72,0.81393,0.44232,0.41976,2020,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
18,"United States","North America and ANZ",6.9396,8.94129,0.90774,68,0.77114,0.52323,0.71437,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",2,1
19,"Czech Republic","Central and Eastern Europe",6.9109,7.88925,0.90806,70,0.72951,0.0813,0.90659,2020,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
20,"Belgium","Western Europe",6.8635,8.43276,0.90379,72,0.72094,0.25792,0.60852,2020,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
21,"United Arab Emirates","Middle East and North Africa",6.7908,9.31287,0.80848,67,0.94182,0.49254,0.58697,2020,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"no elections",1.25,FALSE,FALSE,"Middle East","c","NF",7,6
22,"Malta","Western Europe",6.7728,8.1508,0.9324,72,0.91341,0.59876,0.66452,2020,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.66666666666667,TRUE,TRUE,"Europe","c","F",2,1
23,"France","Western Europe",6.6638,8.25242,0.94267,74,0.74149,0.19762,0.57367,2020,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,2
24,"Mexico","Latin America and Caribbean",6.465,6.66626,0.79243,68,0.79896,0.14583,0.84407,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.5,TRUE,TRUE,"Americas","c","PF",3,3
25,"Taiwan","East Asia",6.4554,8.63858,0.87735,70,0.64824,0.26429,0.75333,2020,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2,TRUE,TRUE,"Asia","c","F",1,1
